ID,Start time,Completion time,Earlierwfh,Isguidelines,Guidelinesgiven,Devices,Useofdevicesbyothers,Assets,Devicesmanaged,Devicespec,Thirdpartyenv,Please describe how you obtain access to your corporate working environment.,"Were you asked to use applications or services that you were unfamiliar with, because of the need for remote working?",Awareness,Has your company adopted a specific collaboration solution?,Skills,Issues,Othercyberissues,Preference,WFHResults,I collaborate with my colleagues as effectively as when we are in office.,Satisfaction,"I have all the support i need to face any technical problems i have (eg. corporate access issues,  infrastructure failures, etc.).",I am proud to work for my organization.,I have access to the things I need to do my job well.,Age,Qualification,Role,Businessdomain,Designation,Comments
130,4-13-20 8:03:31,4-13-20 8:08:28,No,No,No,Laptop;,No,Corporate assets,"Yes, fully",Password protection;Two-factor authentication;Antivirus software installed;Antispam software installed;,Using VPN ,No,No,No,Yes,Document management;Real-time chatting;Teleconferencing;,None;,No,Undecided,Strongly agree,Agree,Agree,Agree,Strongly agree,Strongly agree,35-44 years old,Master’s degree,Other,Administrative employee,Other,No
131,4-13-20 8:49:36,4-13-20 8:54:14,Yes,No,No,Laptop;,No,Personal assets,No,Password protection;Two-factor authentication;Antivirus software installed;Antispam software installed;,Using VPN ,No,No,No,No,No,Spyware/Virus infection;,No,Disagree,Disagree,Agree,Disagree,Agree,Agree,Agree,25-34 years old,Master’s degree,Education & Research,No,Other,No
132,4-13-20 8:58:22,4-13-20 9:02:36,Yes,Yes,No,Laptop;,No,Corporate assets,"Yes, partly",Password protection;Hard disk encryption;,Using VPN ,No,No,No,No,No,Ransomware;,No,Agree,Agree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,35-44 years old,Bachelor’s degree,IT (Information Technology),No,IT professional,No
133,4-13-20 8:55:45,4-13-20 9:02:52,No,Yes,"mainly password protection
reminder to close vpn when using the pc outside working hours
lock screen when leaving pc open",Desktop;,No,Corporate assets,"Yes, partly",Password protection;Automatic screen lock;,Using VPN ,No,Yes,Nothing of the above;,Yes,Document management;Real-time document co-authoring;Scheduling;Real-time chatting;Teleconferencing;,None;,No,Agree,Undecided,Undecided,Strongly agree,Agree,Agree,Strongly agree,25-34 years old,Bachelor’s degree,Other,Ecommerce services,Manager,No
134,4-13-20 8:53:50,4-13-20 9:08:34,Yes,Yes,No,Desktop;,Yes,Personal assets,No,Two-factor authentication;,Using VPN ,No,No,No,Yes,Real-time chatting;Teleconferencing;,None;,No,Strongly disagree,Strongly disagree,Disagree,Agree,Agree,Undecided,Agree,45-54 years old,"Some college credit, no degree",EPES (Electrical Power & Energy Systems),No,Other,No
135,4-13-20 9:13:02,4-13-20 9:19:29,Yes,Yes,No,Laptop;,No,Corporate assets,"Yes, partly",Password protection;Two-factor authentication;Automatic screen lock;Antivirus software installed;,Using VPN ,No,No,No,Yes,Teleconferencing;,None;,No,Agree,Agree,Undecided,Agree,Undecided,Agree,Agree,35-44 years old,Master’s degree,EPES (Electrical Power & Energy Systems),No,Other,No
136,4-13-20 9:10:45,4-13-20 9:23:46,No,Yes,No,Laptop;,No,Corporate assets,"Yes, fully",Password protection;,Using VPN ,No,No,No,Yes,Real-time document co-authoring;Project/Workflow/Task management;Scheduling;Real-time chatting;Teleconferencing;,None;,No,Undecided,Agree,Undecided,Strongly agree,Strongly agree,Strongly agree,Agree,25-34 years old,Master’s degree,IT (Information Technology),No,Other,No
137,4-13-20 9:33:38,4-13-20 9:37:07,Yes,Yes,No,Desktop;,No,Corporate assets,"Yes, fully",Password protection;Two-factor authentication;Automatic screen lock;Hard disk encryption;Antivirus software installed;,Using VPN ,No,No,No,Yes,Document management;Real-time document co-authoring;Scheduling;Real-time chatting;Teleconferencing;,None;,No,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Strongly agree,Strongly agree,35-44 years old,Master’s degree,Telecommunications,No,IT professional,No
138,4-13-20 9:04:38,4-13-20 9:46:21,Yes,No,No,Desktop;,No,Corporate assets,"Yes, fully",Password protection;Automatic screen lock;,Using VPN ,No,No,No,Yes,Real-time chatting;Teleconferencing;,None;,No,Agree,Agree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,25-34 years old,Master’s degree,Other,e-commerce,Other,No
139,4-13-20 9:52:36,4-13-20 9:58:56,Yes,Yes,No,Laptop;,No,Corporate assets,"Yes, partly",Password protection;,Using VPN ,No,No,No,No,No,None;,No,Undecided,Undecided,Disagree,Agree,Agree,Agree,Agree,45-54 years old,"Some college credit, no degree",IT (Information Technology),No,IT professional,No
140,4-13-20 10:29:16,4-13-20 10:33:53,No,No,No,Desktop;Smartphone;,Yes,Personal assets,No,Password protection;Antivirus software installed;Antispam software installed;,"Using 3rd party cloud solutions (e.g. G Cloud, Microsoft 365)",No,No,No,No,No,None;,None,Agree,Undecided,Agree,Agree,Disagree,Agree,Agree,35-44 years old,Master’s degree,IT (Information Technology),No,Researcher,No
141,4-13-20 11:31:43,4-13-20 11:41:31,No,No,No,Laptop;Smartphone;,No,Corporate assets,"Yes, fully",Password protection;Automatic screen lock;Antivirus software installed;Antispam software installed;,Using VPN ,No,No,No,Yes,Project/Workflow/Task management;Real-time chatting;Teleconferencing;,None;,No,Disagree,Disagree,Disagree,Agree,Agree,Undecided,Agree,35-44 years old,Bachelor’s degree,IT (Information Technology),No,Other,"People tend to adjust to any difficult situation. 
If coherent / sustainable work from home decision will be taken, we would need to change our perspective on life and world. Maybe consider buying a home out of the crowded city (with a dedicated office space) instead o sating in a small space in the city to reach office in less than one hour :)
I hope this will change our attitude towards what time means.  (3 hours on the road from home to work and back) is not personal / free / healthy time "
142,4-13-20 11:40:03,4-13-20 11:42:11,Yes,No,No,Laptop;,No,Corporate assets,No,Password protection;Two-factor authentication;,"Using 3rd party cloud solutions (e.g. G Cloud, Microsoft 365)",No,No,No,No,No,None;,No,Agree,Strongly agree,Undecided,Agree,Agree,Strongly agree,Strongly agree,25-34 years old,Master’s degree,Telecommunications,No,Manager,No
143,4-13-20 11:53:10,4-13-20 11:57:36,Yes,Yes,"VPN
",Laptop;,No,Corporate assets,No,Password protection;Automatic screen lock;,Using VPN ,No,No,No,Yes,Document management;Real-time document co-authoring;Project/Workflow/Task management;Scheduling;Real-time chatting;Teleconferencing;,None;,No,Undecided,Agree,Disagree,Strongly agree,Agree,Agree,Strongly agree,35-44 years old,Doctorate degree,IT (Information Technology),No,IT professional,No
144,4-13-20 11:58:15,4-13-20 12:11:56,Yes,No,No,Laptop;,No,Corporate assets,No,Password protection;Antivirus software installed;,"Using 3rd party cloud solutions (e.g. G Cloud, Microsoft 365)",No,No,No,Yes,Document management;Real-time document co-authoring;Project/Workflow/Task management;Scheduling;Real-time chatting;Teleconferencing;,None;,No,Agree,Strongly agree,Disagree,Agree,Undecided,Agree,Agree,35-44 years old,Doctorate degree,IT (Information Technology),No,Manager,No
145,4-13-20 12:37:56,4-13-20 12:40:02,Yes,No,No,Laptop;,No,Corporate assets,No,Password protection;,No Access,No,No,No,No,No,None;,No,Disagree,Strongly disagree,Agree,Agree,Agree,Undecided,Agree,35-44 years old,Doctorate degree,IT (Information Technology),No,Researcher,No
146,4-13-20 12:39:07,4-13-20 12:44:53,Yes,No,No,Laptop;,No,Corporate assets,"Yes, partly",Password protection;Antivirus software installed;,Using VPN ,No,No,No,Yes,Document management;Real-time document co-authoring;Project/Workflow/Task management;Scheduling;Real-time chatting;Teleconferencing;,None;,No,Disagree,Agree,Strongly agree,Strongly agree,Agree,Strongly agree,Strongly agree,25-34 years old,Master’s degree,Education & Research,No,Researcher,No
147,4-13-20 13:23:39,4-13-20 13:25:43,Yes,No,No,Laptop;,No,Personal assets,No,Password protection;Antivirus software installed;,Using VPN ,No,No,No,No,No,None;,No,Agree,Undecided,Disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,45-54 years old,Master’s degree,Public Sector,No,IT professional,No
148,4-13-20 12:41:47,4-13-20 14:03:55,Yes,Yes,"Use only company's approved devices
Use VPN for work to access company's network
Never connect to unsecure wifi networks",Laptop;Smartphone;,No,Corporate assets,"Yes, fully",Password protection;Two-factor authentication;Automatic screen lock;Hard disk encryption;Antivirus software installed;Antispam software installed;,Using VPN ,No,No,No,Yes,Document management;Real-time document co-authoring;Project/Workflow/Task management;Scheduling;Real-time chatting;Teleconferencing;,None;,No,Agree,Undecided,Agree,Agree,Strongly agree,Strongly agree,Strongly agree,35-44 years old,Bachelor’s degree,Education & Research,No,IT professional,No
149,4-13-20 14:53:45,4-13-20 14:56:09,Yes,No,No,Laptop;,No,Personal assets,No,Password protection;Two-factor authentication;Automatic screen lock;Hard disk encryption;Antivirus software installed;Antispam software installed;,"Using 3rd party cloud solutions (e.g. G Cloud, Microsoft 365)",No,No,No,Yes,Document management;Real-time document co-authoring;Project/Workflow/Task management;Scheduling;Real-time chatting;Teleconferencing;,None;,No,Undecided,Disagree,Disagree,Agree,Agree,Strongly agree,Strongly agree,35-44 years old,Bachelor’s degree,IT (Information Technology),No,Manager,No
150,4-13-20 14:53:48,4-13-20 15:04:22,Yes,No,No,Laptop;,No,Corporate assets,No,Password protection;,Direct access,No,No,No,Yes,Real-time chatting;Teleconferencing;,None;,No,Disagree,Undecided,Disagree,Agree,Agree,Agree,Agree,25-34 years old,Bachelor’s degree,IT (Information Technology),No,IT professional,No
151,4-13-20 15:06:32,4-13-20 15:09:47,Yes,No,No,Laptop;,No,Corporate assets,"Yes, partly",Password protection;Automatic screen lock;,Direct access,No,No,No,Yes,Document management;Real-time document co-authoring;Project/Workflow/Task management;Scheduling;Real-time chatting;Teleconferencing;,None;,No,Disagree,Undecided,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,25-34 years old,Master’s degree,IT (Information Technology),No,IT professional,No
152,4-13-20 15:09:06,4-13-20 15:17:39,Yes,Yes,"Provision security protection, Run a password audit, Ensure that software is updated, Mandatory backups, avoid using unsecured wireless connections
",Laptop;,No,Corporate assets,"Yes, fully",Password protection;Two-factor authentication;Automatic screen lock;Hard disk encryption;Antivirus software installed;Antispam software installed;,Other,No,No,No,Yes,Document management;Real-time document co-authoring;Project/Workflow/Task management;Scheduling;Real-time chatting;Teleconferencing;,None;,No,Strongly disagree,Undecided,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,35-44 years old,Doctorate degree,IT (Information Technology),No,IT professional,No
153,4-13-20 15:17:41,4-13-20 15:30:40,No,Yes,Avoid public Wi-Fi; Keep Work Data on Work Computers; update software daily,Desktop;,No,Corporate assets,"Yes, fully",Password protection;Two-factor authentication;Automatic screen lock;Hard disk encryption;Antivirus software installed;Antispam software installed;,Other,No,No,No,Yes,Document management;Real-time document co-authoring;Project/Workflow/Task management;Scheduling;Real-time chatting;Teleconferencing;,None;,No,Strongly disagree,Undecided,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,45-54 years old,Master’s degree,EPES (Electrical Power & Energy Systems),No,Researcher,No
154,4-13-20 15:21:40,4-13-20 15:30:41,No,Yes,Avoid public Wi-Fi; Keep Work Data on Work Computers; update software daily,Laptop;,No,Corporate assets,"Yes, fully",Password protection;Two-factor authentication;Automatic screen lock;Hard disk encryption;Antivirus software installed;Antispam software installed;,Other,No,No,No,Yes,Document management;Real-time document co-authoring;Project/Workflow/Task management;Scheduling;Real-time chatting;Teleconferencing;,None;,No,Strongly disagree,Disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,35-44 years old,Master’s degree,EPES (Electrical Power & Energy Systems),No,Researcher,No
155,4-13-20 15:31:26,4-13-20 15:35:08,No,Yes,No,Desktop;,No,Corporate assets,"Yes, fully",Password protection;Two-factor authentication;Automatic screen lock;Hard disk encryption;Antivirus software installed;Antispam software installed;,Other,No,No,No,Yes,Document management;Project/Workflow/Task management;Scheduling;Real-time chatting;Teleconferencing;,None;,No,Disagree,Disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,35-44 years old,Master’s degree,IT (Information Technology),No,Other,No
156,4-13-20 15:31:16,4-13-20 15:35:08,No,Yes,No,Laptop;,No,Corporate assets,"Yes, fully",Password protection;Two-factor authentication;Automatic screen lock;Hard disk encryption;Antivirus software installed;Antispam software installed;,Other,No,No,No,Yes,Document management;Project/Workflow/Task management;Scheduling;Real-time chatting;,None;,No,Disagree,Undecided,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,45-54 years old,Master’s degree,IT (Information Technology),No,Other,No
157,4-13-20 15:35:11,4-13-20 15:39:42,No,Yes,"Avoid public Wi-Fi; Keep Work Data on Work Computers; update software daily,  Run a password audit",Laptop;,No,Corporate assets,"Yes, fully",Password protection;Two-factor authentication;Automatic screen lock;Hard disk encryption;Antivirus software installed;Antispam software installed;,Other,No,No,No,Yes,Document management;Real-time document co-authoring;Project/Workflow/Task management;Scheduling;Real-time chatting;Teleconferencing;,None;,No,Disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,45-54 years old,Doctorate degree,EPES (Electrical Power & Energy Systems),No,Researcher,No
158,4-13-20 15:50:38,4-13-20 15:53:24,Yes,No,No,Laptop;Smartphone;,No,Corporate assets,"Yes, partly",Password protection;Automatic screen lock;,"Using 3rd party cloud solutions (e.g. G Cloud, Microsoft 365)",No,No,No,Yes,Document management;Real-time document co-authoring;Project/Workflow/Task management;Scheduling;Real-time chatting;Teleconferencing;,None;,No,Strongly agree,Agree,Agree,Agree,Undecided,Disagree,Agree,25-34 years old,Master’s degree,EPES (Electrical Power & Energy Systems),No,Researcher,No
159,4-13-20 16:31:49,4-13-20 16:36:10,No,Yes,,Laptop;Smartphone;,Yes,Corporate assets,"Yes, partly",Password protection;Automatic screen lock;Antivirus software installed;Antispam software installed;,Using VPN ,No,Yes,Instructions provided via email;,Yes,Scheduling;Real-time chatting;Teleconferencing;,Phishing;,No,Agree,Agree,Disagree,Agree,Undecided,Disagree,Agree,45-54 years old,Trade/technical/vocational training,EPES (Electrical Power & Energy Systems),No,IT professional,No
160,4-13-20 16:36:37,4-13-20 16:39:49,No,Yes,"Use VPN.
Wash hands",Desktop;,Yes,Personal assets,No,Password protection;Automatic screen lock;Antivirus software installed;Antispam software installed;,Using VPN ,No,Yes,Instructions provided via email;,Yes,Scheduling;Real-time chatting;Teleconferencing;,Phishing;,No,Disagree,Disagree,Disagree,Strongly agree,Agree,Strongly agree,Undecided,55-64 years old,Trade/technical/vocational training,EPES (Electrical Power & Energy Systems),No,IT professional,No
161,4-13-20 16:36:00,4-13-20 16:39:55,Yes,Yes,"1. To update the tool that we use (Zoom)
2. To use a user name and a password, instead of blank credentials
3. Disable the possibility of recordig the session",Laptop;,No,Corporate assets,No,Password protection;Automatic screen lock;Antivirus software installed;,Using VPN ,No,Yes,Instructions provided via email;,Yes,Real-time chatting;Teleconferencing;,Phishing;,No,Strongly disagree,Strongly disagree,Strongly disagree,Agree,Undecided,Agree,Undecided,45-54 years old,Doctorate degree,Education & Research,No,Researcher,No
162,4-13-20 16:40:08,4-13-20 16:42:51,No,Yes,use VPN,Laptop;Tablet;Smartphone;,Yes,Personal assets,No,Password protection;Automatic screen lock;,Using VPN ,No,Yes,Instructions provided via email;,Yes,Scheduling;Real-time chatting;Teleconferencing;,Phishing;Ransomware;Spyware/Virus infection;,No,Strongly agree,Agree,Agree,Disagree,Agree,Agree,Agree,45-54 years old,Trade/technical/vocational training,EPES (Electrical Power & Energy Systems),No,Other,No
163,4-13-20 16:43:24,4-13-20 16:45:31,Yes,Yes,"Use VPN, lock devices, wash hands",Laptop;Smartphone;,Yes,Corporate assets,"Yes, partly",Password protection;Automatic screen lock;Antivirus software installed;Antispam software installed;,Using VPN ,No,Yes,Nothing of the above;,Yes,Scheduling;Real-time chatting;Teleconferencing;,Phishing;Ransomware;,No,Disagree,Disagree,Disagree,Strongly agree,Agree,Strongly agree,Agree,45-54 years old,Trade/technical/vocational training,EPES (Electrical Power & Energy Systems),No,Manager,No
164,4-13-20 16:45:46,4-13-20 16:47:24,No,Yes,No,Laptop;,Yes,Personal assets,No,Password protection;,Using VPN ,No,No,No,Yes,Scheduling;Real-time chatting;Teleconferencing;,None;,No,Agree,Agree,Agree,Agree,Strongly agree,Disagree,Disagree,45-54 years old,Associate degree,EPES (Electrical Power & Energy Systems),No,Other,No
165,4-13-20 16:49:43,4-13-20 16:51:50,No,Yes,No,Laptop;,No,Personal assets,No,Password protection;Antivirus software installed;,Using VPN ,No,No,No,No,No,None;,No,Strongly agree,Strongly agree,Agree,Agree,Undecided,Undecided,Agree,25-34 years old,Master’s degree,EPES (Electrical Power & Energy Systems),No,Other,No
166,4-13-20 17:44:37,4-13-20 17:49:25,Yes,No,No,Laptop;,No,Corporate assets,"Yes, partly",Password protection;Two-factor authentication;Automatic screen lock;Hard disk encryption;Antivirus software installed;Antispam software installed;,"Using 3rd party cloud solutions (e.g. G Cloud, Microsoft 365)",No,No,No,No,No,None;,No,Disagree,Disagree,Undecided,Strongly agree,Strongly agree,Strongly agree,Strongly agree,25-34 years old,Master’s degree,IT (Information Technology),No,IT professional,No
167,4-13-20 19:35:11,4-13-20 19:36:49,Yes,No,No,Desktop;Laptop;Tablet;Smartphone;,No,Corporate assets,"Yes, fully",Password protection;Two-factor authentication;Automatic screen lock;Antivirus software installed;Antispam software installed;,Using VPN ,No,No,No,Yes,Document management;Real-time document co-authoring;Project/Workflow/Task management;Scheduling;Real-time chatting;Teleconferencing;,None;,No,Disagree,Strongly disagree,Strongly disagree,Disagree,Undecided,Undecided,Strongly agree,45-54 years old,Master’s degree,Telecommunications,No,Other,No
168,4-13-20 20:00:49,4-13-20 20:06:39,Yes,No,No,Laptop;,No,Corporate assets,"Yes, fully",Password protection;Automatic screen lock;,"Using 3rd party cloud solutions (e.g. G Cloud, Microsoft 365)",No,No,No,Yes,Real-time document co-authoring;Project/Workflow/Task management;Scheduling;Real-time chatting;Teleconferencing;,None;,No,Disagree,Undecided,Disagree,Strongly agree,Agree,Strongly agree,Agree,35-44 years old,Master’s degree,IT (Information Technology),No,Manager,No
169,4-14-20 0:52:14,4-14-20 0:55:09,Yes,No,No,Laptop;Smartphone;,No,Personal assets,No,Password protection;Two-factor authentication;Automatic screen lock;Antivirus software installed;Antispam software installed;,No Access,No,Yes,Instructions provided via email;,No,No,None;,No,Undecided,Undecided,Undecided,Agree,Agree,Strongly agree,Strongly agree,45-54 years old,Doctorate degree,Education & Research,No,Researcher,No
170,4-14-20 8:40:09,4-14-20 8:46:18,No,No,No,Laptop;,No,Corporate assets,"Yes, partly",Password protection;Antivirus software installed;,Using VPN ,No,No,No,Yes,Document management;Real-time chatting;Teleconferencing;,None;,No,Undecided,Disagree,Strongly disagree,Agree,Agree,Undecided,Agree,35-44 years old,"High school graduate, diploma or the equivalent",Education & Research,No,Researcher,No
171,4-14-20 8:52:58,4-14-20 8:56:13,Yes,No,No,Laptop;Smartphone;,Yes,Corporate assets,"Yes, partly",Password protection;Automatic screen lock;Antivirus software installed;Antispam software installed;,Using VPN ,No,No,No,Yes,Real-time chatting;Teleconferencing;,None;,No,Undecided,Strongly agree,Agree,Strongly agree,Agree,Agree,Strongly agree,25-34 years old,Master’s degree,IT (Information Technology),No,Security professional,No
172,4-14-20 9:14:04,4-14-20 9:17:36,No,Yes,No,Laptop;,Yes,Personal assets,No,Password protection;,Using VPN ,No,No,No,Yes,Real-time chatting;Teleconferencing;,None;,No,Strongly agree,Strongly agree,Agree,Strongly agree,Strongly agree,Agree,Agree,45-54 years old,Doctorate degree,IT (Information Technology),No,IT professional,No
173,4-14-20 9:33:59,4-14-20 10:29:20,Yes,No,No,Laptop;,No,Corporate assets,"Yes, fully",Password protection;Two-factor authentication;Automatic screen lock;Hard disk encryption;Antivirus software installed;,Other,"Production and R&D environments - connected by VPN. Other systems connected directly through websites (CRM, e-mail, etc...)",No,No,No,No,None;,No,Agree,Undecided,Disagree,Strongly agree,Agree,Strongly agree,Agree,35-44 years old,Bachelor’s degree,Other,OT Solutions,Manager,No
174,4-14-20 11:05:36,4-14-20 11:10:36,No,Yes,Use IREN VPN and receive update on critical secuirty issue via mail and/or intranet (pishing and Others),Laptop;Tablet;Smartphone;,No,Corporate assets,"Yes, fully",Password protection;Automatic screen lock;Antivirus software installed;Antispam software installed;,Using VPN ,No,No,No,Yes,Document management;Real-time chatting;Teleconferencing;,Phishing;,No,Disagree,Undecided,Disagree,Agree,Agree,Agree,Agree,35-44 years old,Master’s degree,EPES (Electrical Power & Energy Systems),No,Other,No
175,4-14-20 11:20:13,4-14-20 11:31:11,Yes,No,No,Laptop;,No,Corporate assets,"Yes, partly",Password protection;Automatic screen lock;Antivirus software installed;Antispam software installed;,Using VPN ,No,No,No,Yes,Document management;Real-time document co-authoring;Scheduling;Real-time chatting;Teleconferencing;,Phishing;,No,Strongly agree,Strongly agree,Agree,Undecided,Undecided,Agree,Strongly agree,25-34 years old,Master’s degree,Education & Research,No,Manager,No
176,4-14-20 12:11:22,4-14-20 12:19:58,Yes,Yes,"Never give your password to anyone!
Do not give information to unknown people",Laptop;Smartphone;,No,Corporate assets,"Yes, partly",Password protection;Two-factor authentication;Automatic screen lock;Antivirus software installed;Antispam software installed;,Using VPN ,No,No,No,No,No,None;,No,Undecided,Undecided,Disagree,Strongly agree,Agree,Strongly agree,Strongly agree,45-54 years old,Trade/technical/vocational training,EPES (Electrical Power & Energy Systems),No,Other,No
177,4-14-20 12:36:30,4-14-20 12:40:13,No,No,No,Laptop;,No,Personal assets,No,Password protection;Antivirus software installed;Antispam software installed;,No Access,No,No,No,No,No,None;,No,Undecided,Agree,Agree,Agree,Disagree,Agree,Undecided,35-44 years old,Master’s degree,Education & Research,No,Researcher,No
178,4-14-20 12:20:24,4-14-20 12:47:03,Yes,No,No,Desktop;Laptop;Smartphone;,No,Personal assets,No,Password protection;Two-factor authentication;Automatic screen lock;Antivirus software installed;,Using VPN ,No,No,No,No,No,Phishing;,No,Agree,Undecided,Agree,Agree,Agree,Agree,Agree,45-54 years old,Master’s degree,Education & Research,No,Researcher,No
179,4-14-20 12:48:10,4-14-20 13:02:11,Yes,Yes,No,Desktop;Laptop;Tablet;Smartphone;,Yes,Corporate assets,"Yes, fully",Password protection;Automatic screen lock;Antivirus software installed;Antispam software installed;,Using VPN ,No,No,No,Yes,Document management;Real-time document co-authoring;Project/Workflow/Task management;Scheduling;Real-time chatting;Teleconferencing;,None;,No,Disagree,Undecided,Undecided,Strongly agree,Strongly agree,Strongly agree,Strongly agree,No,No,EPES (Electrical Power & Energy Systems),No,Other,No
180,4-14-20 18:56:24,4-14-20 19:03:21,Yes,Yes,Use VNP,Laptop;,Yes,Personal assets,No,Automatic screen lock;,Using VPN ,No,Yes,Nothing of the above;,Yes,Scheduling;Real-time chatting;Teleconferencing;,None;,No,Disagree,Disagree,Disagree,Undecided,Undecided,Agree,Undecided,45-54 years old,Trade/technical/vocational training,EPES (Electrical Power & Energy Systems),No,IT professional,No
181,4-14-20 19:00:38,4-14-20 19:04:52,Yes,Yes,No,Laptop;,No,Personal assets,No,None of the above;,Using VPN ,No,No,No,Yes,Scheduling;Real-time chatting;Teleconferencing;,None;,No,Strongly agree,Strongly agree,Agree,Agree,Agree,Undecided,Agree,55-64 years old,Trade/technical/vocational training,EPES (Electrical Power & Energy Systems),No,IT professional,No
182,4-14-20 19:07:38,4-14-20 19:09:39,Yes,No,No,Laptop;,No,Personal assets,No,None of the above;,Using VPN ,No,Yes,Nothing of the above;,Yes,Scheduling;Real-time chatting;Teleconferencing;,Phishing;Spyware/Virus infection;,No,Agree,Agree,Agree,Undecided,Undecided,Strongly agree,Agree,45-54 years old,Trade/technical/vocational training,EPES (Electrical Power & Energy Systems),No,Manager,No
183,4-14-20 19:09:50,4-14-20 19:12:33,No,Yes,Use VPN,Laptop;,No,Corporate assets,No,Password protection;Antivirus software installed;,Using VPN ,No,No,No,No,No,Phishing;Spyware/Virus infection;,No,Agree,Agree,Agree,Agree,Strongly agree,Strongly agree,Strongly agree,55-64 years old,"High school graduate, diploma or the equivalent",EPES (Electrical Power & Energy Systems),No,IT professional,No
184,4-14-20 19:15:30,4-14-20 19:17:51,No,Yes,No,Smartphone;,Yes,Personal assets,No,Password protection;Automatic screen lock;,"Using 3rd party cloud solutions (e.g. G Cloud, Microsoft 365)",No,No,No,No,No,Phishing;Ransomware;Spyware/Virus infection;,No,Strongly agree,Strongly agree,Strongly agree,Agree,Agree,Strongly agree,Strongly agree,45-54 years old,"High school graduate, diploma or the equivalent",EPES (Electrical Power & Energy Systems),No,Other,No
185,4-14-20 19:19:43,4-14-20 19:49:17,No,No,No,Laptop;Smartphone;,No,Personal assets,No,Password protection;Two-factor authentication;Antivirus software installed;Antispam software installed;,Using VPN ,No,No,No,No,No,None;,No,Strongly agree,Strongly agree,Disagree,Disagree,Disagree,Disagree,Agree,35-44 years old,Associate degree,EPES (Electrical Power & Energy Systems),No,IT professional,No
186,4-14-20 23:32:05,4-14-20 23:35:33,Yes,No,No,Laptop;,No,Personal assets,No,Password protection;,Using VPN ,No,No,No,No,No,None;,No,Agree,Agree,Agree,Strongly agree,Agree,Strongly agree,Strongly agree,25-34 years old,Doctorate degree,EPES (Electrical Power & Energy Systems),No,Manager,No
187,4-15-20 8:36:39,4-15-20 9:00:36,Yes,Yes,No,Laptop;,No,Corporate assets,"Yes, fully",Password protection;Two-factor authentication;Antivirus software installed;Antispam software installed;,Using VPN ,No,Yes,Instructions available to the corporate portal or website;Instructions provided via email;,No,No,None;,No,Disagree,Disagree,Disagree,Agree,Agree,Agree,Agree,45-54 years old,"High school graduate, diploma or the equivalent",EPES (Electrical Power & Energy Systems),No,Other,No
188,4-15-20 17:58:27,4-15-20 18:03:52,Yes,Yes,Connect to company’s network via vpn. Notify your line manager for your intention to work from home on a particular day/occasion.Ensure you have a good network connection and mobile signal.,Laptop;Smartphone;,No,Corporate assets,"Yes, fully",Password protection;Two-factor authentication;Automatic screen lock;,Using VPN ,No,No,No,Yes,Document management;Real-time document co-authoring;Project/Workflow/Task management;Scheduling;Real-time chatting;Teleconferencing;,None;,No,Agree,Undecided,Agree,Agree,Agree,Undecided,Strongly agree,25-34 years old,Master’s degree,Other,"Oil & Gas, Environmental Services,Waste Management",Manager,No
189,4-15-20 18:17:25,4-15-20 18:21:30,Yes,Yes,No,Laptop;,No,Corporate assets,"Yes, fully",Password protection;Hard disk encryption;Antivirus software installed;,Using VPN ,No,No,No,No,No,None;,No,Undecided,Undecided,Agree,Strongly agree,Agree,Strongly agree,Strongly agree,35-44 years old,Associate degree,Telecommunications,No,Other,No
190,4-15-20 20:57:07,4-15-20 21:09:21,Yes,Yes,,Laptop;Smartphone;,No,Personal assets,No,Password protection;Automatic screen lock;Hard disk encryption;Antivirus software installed;Antispam software installed;,Using VPN ,No,No,No,Yes,Document management;Project/Workflow/Task management;Scheduling;Real-time chatting;Teleconferencing;,Other;,Ddos,Undecided,Agree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,35-44 years old,Master’s degree,Banking & Financial,No,IT professional,During a crisis at the extent of the corona-crisis the most  important thing to understand is that technology offers tools in order most of the companies to be able to operate in a safe way for the employees and with minimum disruptions!!
191,4-15-20 22:08:13,4-15-20 22:19:14,No,Yes,"Avoid using unsecure wireless connection, only using my personal computer, locked wifi router",Laptop;,No,Personal assets,No,Password protection;Antivirus software installed;,Using VPN ,No,No,No,Yes,Document management;Scheduling;Real-time chatting;Teleconferencing;,None;,No,Undecided,Undecided,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,25-34 years old,Professional degree,Banking & Financial,No,Other,Excellent survey!!!
